comment,label
tekstur:lembut performa:cepat luntur cocok untuk:wanita,Negatif
"performa:good tekstur:lembut cocok untuk:kulit sawo matang agak nyesel dikit karena warnanya aku kira terang, ternyata salah pilih, warnanya keliatan item dimuka kuu:loudly_crying_face: seharusnya aku ngga pilih yang beige.",Positif
pengemasannya lama,Negatif
pengiriman cepat pensil tidak keras pengemasan rapi dan baik,Netral
yg mau pilih varian brownis..tolong pastikan muka anda glowiiiing soal ny ini wrna nya kya orange cerah gtu..buat wanita muka burik kya saya nggak cocok..salah pilih wrna sayaaaaaaaaaaaaaa :loudly_crying_face::loudly_crying_face::loudly_crying_face:,Netral
gk dpt clear holder,Netral
gak dapat gift guyss penipuuu!!,Negatif
"tekstur lembut, halus,, nyaman d pakai, tidak menimbulkan iritasi,",Positif
cara pengemasannya oke rapih bagus,Negatif
pake si lelet (sicepat) dari tegal ke banten total 9 hari pake drama komplain membuat lelah. mengalahkan pengiriman luarnegeri. kalo wardah mau promo grtis ongkir jangan... ,Negatif
bonus berbeda dengan iklan....lbih di perbaiki ya:folded_hands::folded_hands:,Positif
sampai,Positif
"pengiriman cepat, packing rapih dan aman. produk masih bersegel dan masa simpan masih lama. dapat bonus tester lightening mask dan anti aging emulsion. terimakasih cocok... ",Positif
cocok untuk:kecewa performa:kecewa tekstur:kecew kecewa,Negatif
"kurang cocok sama kulit yang sensitif, sy cocok pake produk emina yang ms pimple , tpi saya sunscreen nya kurang cocok",Positif
lumayan.agak gumpal.. warna nya bagus,Positif
pesen yg ukuran 100 gram yang dikirim ukuran 30 gram,Negatif
sudah sampai semoga cocok,Positif
"penjual penipu, kemarin saya belanja dapat free cermin, tapi datang"" pecah, saya minta solusi ke admin bnb, katanya akan diganti dan disuruh tunggu resinya, dari tanggal 18 agustus resi ga kunjung datang, sudah di follow up berkala alasan resi belum ada. kalau ga niat ganti bilang aja min, ngomong.",Negatif
maaf kak saya beri bintang 2 soalnya barang diterima dlm keadaan spt ini semoga lain kali mohon lebih baik lagi.,Negatif
mahal ongkir dripda produk,Negatif
tidak powdery tp aplikasinya mesti berkali-kali.. tipis bgt warnanya,Netral
mini sekali,Netral
"belum dicoba, mudahan cocok. lumayan dapat harga promo buy 1 get 1",Positif
"yg ukuran kecil sebenarnya inovatif, karena pasti memudahkan apalagi buat di bawa travel. tp kualitas produknya harus diperhatikan…. karena produk krim yg di ukuran 9 ml... ",Netral
"manfaat:baru mau nyoba mudah2an cocok pengalaman penggunaan:tekstur kental lembut mudah menyerap wangi:tdk ber'aroma, seperti biasa sih",Positif
"kualitas ok, sayang warnanya gak cocok di kulit saya yg medium light.",Positif
blm di coba..baru pertama beli..semoga cocok,Positif
pas co di live katanya dapet mukena travel pas datang ternyata enggak hehe :(,Negatif
"cocok , ga bikin kusam , perlindungan tinggi:thumbs_up::thumbs_up::thumbs_up::thumbs_up::thumbs_up:",Positif
"warna sesuai pesanan, pengiriman lumayan cepat dan pakingnya baik. thanks",Positif
benyek kok :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:. sampe ku masukin ke frezeer mana tau bisa set. jdi ga kayak pencil cream seperti judulnya. ujung2ny pake jari juga,Negatif
"cocok untuk:perawatan kulit wajah performa:belum terlihat tekstur:cair teksturnya kupikir kental, ternyata cair; jadi kemasan pump ga cocok. harusnya pakai yg drop aja. setelah diaplikasikan tdk jadi jelly, jd hanya seperti film aja. alhamdulillah ga panas di kulit, jd sensasinya biasa aja gitu. belum kelihatan sih hasilnya. semoga semakin rutin digunakan, semakin kelihatan.",Netral
bungkusannya kurang rapi banget sampai hampir kebuka semua boxnya tapi pesanan sesuai dan pengiriman cepar,Netral
"bahan nya mate.. aku baru coba di tangan, mudah²an cocok di kulit muka",Positif
"bagus banget cewe saya suka,thankss...",Positif
setiap kali beli flash sale pengiriman selalu lama....product asli tapi terlalu kering banget seperti product yg sudah lama...,Netral
"mentang2 gratisan, dikasih yg rusak apa gimana ini?????????????",Negatif
"aroma menyengat,tidak tahan lama,cuma bagus botolnya",Negatif
barang cepat sampai,Positif
"bener sih gak sakit, tapi bulu dikit bgt yg ke cabut, gimana konsepnya, harus pake berkali2 juga gak bersih. biasanya pake brand sebelah sekali pake lgsg kecabut semuanya, ini 1 keti aja harus pake 5 kertas wax?! cape banget. sejauh ini produk somethinc ini sih yg paling bikin kecewa. sia sia beli segini gede kalo gabisa kepake mah.",Negatif
"produk oke, tp ngirim nya lama bgt. di chat juga susah.",Negatif
"no bpom beda, tempatnya jg lebih tipis",Netral
"aku suka warna chico brownnya, natural. tekstur jg gak keras. pas dicoba swatch di punggung tangan memang awet seharian, meski udh kena air. tp klo dipake di mata beneran... ",Positif
"saya kira pekat lipstik nya,udh lipt tin gak pekat jadi pucatttt kecewaa bgt gak sesuai yg di gambar parahhhh maaf ya",Negatif
"udh sering pake produk erha, tapi powder hairnya the worst product erha yg pernah w pake (khusus saya). kok pakai produknya rambut berasa kek sapu ijuk, kasar, kering, rambut banyak yg rontok, meskipun dicuci kok berasa tebal kering kaku kasar gtu!! kalo utk pomade ato claynya gw jempol dah!",Negatif
isinya tnyata dikit dan brushnya rada kasar ya :face_holding_back_tears:,Positif
barang dikirim rusak oke lh bedaknya dibalikin dananya tpi yg lipstik tidak dibalikin pdhl rusak dri sna gk amanah pdhl sekelas maybelline tpi begini mungkin krna belinya... ,Negatif
"bahannya ringan, noda bekas jerawat berangsur berkurang setelah pemakaian rutin. padahal belum seminggu. harganya lumayan bersaing dengan serum lokal.",Positif
profil kecantikan:jenis kulit apapun bisa kayanya pengalaman penggunaan:dipakai habis mandi biar makin melembabkan kulit tips pengguna:dioles aja ke tangan kaki. ambil secukupnya balur rata deh biar aman dari bahaya ultraviolet. jangan cuma muka yg pakai sunscreen. kuli badan tangan kaki juga perlu. wanginya boleh lahh yaa. enteng juga dipakai.,Positif
"fotoo bukti aku langsung unboxing nii, paketnya baru dateng langsung aku unboxing kan taunyaa bleber kayak ginii walaupun merah ttp harus dipastiin yaa tutupnya udah rapet atao belum",Negatif
"kurir sicepat tapi lelet lama banget, 1 minggu baru sampai:man_facepalming::man_facepalming:",Positif
"kemasan:pretty untuk di bibir gelap menurut ku shade yg ini coverage nya kurang, so saddd :'((",Netral
tekstur:baik pengiriman cepat semoga cocok d aku,Netral
kemasan:kecil gampang dibawa²,Positif
oke warnanya sesuai sama deakripsi foto. pengiriman super cepat,Positif
"thanks safi, aku dikasih 2 bonus :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: seneng deh. btw aku baru mau coba produknya, semoga cocok dikulit aku.",Positif
"produk berat karena botol kaca, isinya ntar bener full atau ngga, dipencet2 pipet sekeras apapun yang keluar cuma setetes",Negatif
"kurir yg dipakai samgat ceroboh, paket dilempar saja ke halaman rumah sehingga tutup botol pecah.",Netral
"sumpah maskernya lowong banget ga pas dimuka sampe gw mikirnya ni bekas orang, selama ini beli masker ga pernah se lowong ini, di muka juga ga pak",Negatif
"pengalaman penggunaan:sudah ke dua kalo pake merek ini, buat bibir kering gausah ragu. aku tipe kering banget.. ini powderi dan walaupun cepet ilang tapi bagus banget buat bibir kering. finishnya full coverege manfaat:buat bibi kering efek:lembut sekali",Positif
efek:pigmentasi kemasan:ok,Positif
"saya bukan masalah di produknya tapi di pengirimannya, saya disini sudah jelas2 batalkan order tp di terima pihak toko, alasan batalkan itu karena saya maunya beli 1 doan... ",Negatif
"pengemasan 3 hari baru dikirim, hadiahnya yg buat agak kecewa.. deskripsinya tasnya dr kanvas trnyata yg dtg bahan spunbond..",Netral
"wanginya oke, sesuai harganya. kayak varian parfum casablanca edisi lama.",Negatif
"tekstur:cair cocok untuk:tidak tau performa:b aja kata nya parfume buat cewek , tp bau nya kek bapak bapak mau pergi jum'atan:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: aaaarghhhh toloooong salah beli:loudly_crying_face:",Negatif
"packing aman,produk ok..",Positif
isi nya dikittt,Positif
"kemasan:oke tips pengguna:oke efek:oke baru pertama coba sih, gara-gara liat review salah salah selebgram trus langsung mau cekout, kemasan pengiriman tebel banget, pengiriman juga cepet banget, cantik banget kan kemasanya:smiling_face_with_hearts::smiling_face_with_hearts:, langsung dipake bagus bgt buat ngombre..:face_blowing_a_kiss:",Netral
warnany cantik. dpke sehri hari oke. g menor n g pucet. mayan lah buat hrga segini,Positif
"packaging dusnya bikin kesulitan ngebukanya, belum tau apakah efektif atau tidak",Positif
katanya freegift tp cuma dpt skincare nyaaa kwkw,Netral
warna:pink tekstur:creamy ketahanan:gak tahan lama nempel di masker tidak tahan lama makan bisa hilang,Negatif
"teeeellaaaatttt baaaanggeeettt gila 1bulan baru sampe yg bnr aja,kecewa bgt bnr2,admin di chat bales lama bgt",Negatif
gampang luntur ga tahan lama. kalau minum pasti nempel dibotol atau sedotan dan tidak cepat hilang jika makan yg berminyak2,Negatif
"barang sudah sesuai, kirain dapet free gift liat di banner homepage store dgn pembelian min.90rb :"")",Positif
nyampe nya lama banget,Netral
seller lama responya. beli hari apa dikirim ke kurirnya hari apa. baranya kaya stok lama. udah aga benyek benyek. ada coretan segala,Netral
maaf y ternyata ak g cocok pake sunscreen emina tapi tetep okw ko krn bisa ngelindungin kulit aku dari sinar matahari,Negatif
performa:ngga nyatu sama bibir,Negatif
"lumayan bagus, namun tidak waterproof, packaging kurang safety",Netral
bahan:ok tekstur:ok efektivitas:ok mkasih barang sudah sampai tapi kenapa lama banget dipengiriman nya tolong kedepannya diperbaiki lagi untuk layanan nya,Negatif
barang cepat sampai. baru mau coba,Netral
kok muka kek jdi kaku yaa,Negatif
"warna nya coklat cool tone, bagus sih tp ga cocok di kulitku, pucat bgt jatohnya",Positif
"seller ramah dan fast respon, pengiriman cepat, pesen kemaren, besoknya udah nyampe, semoga cocok",Positif
lama banget nunggu sampek dua minggu lebih,Negatif
"baunya gak enak, bikin kulit berminyak, tp gak seberminyak sunscreen spf 50 yg warna biru sih",Positif
"suka warnanya, sayang banget patah :smiling_face_with_tear: pengiriman cepet banget, join live",Positif
"produk kualitas baik dan sering re-order, tapi sangat disayangkan untuk proses pra-order yang lewat dari waktunya.",Netral
"barang bagus tapi sumpah ya packagingnya cuma dikasi bubble wrap selembar, mana ga nempel, sampe rumah kotaknya penyok, botol keluar dari kotak, syukur ga pecah, tapi ada yg bocor sedikit!!",Netral
pesanan telah diterima sebagaimana di foto & video ulasan produk.. terima kasih.. belum coba krna bukan buat saya,Positif
tips pengguna:cair pengalaman penggunaan:paket tiba dgn kardus yg robek dan penyok. botol tak dilapisi bubble wrap. tutup botol tak ada segel maupun dikasi selotip. kardus dan botol2nya berdebu. pengiriman agak lama sampe. profil kecantikan:semua jenis kulit,Netral
"teksturnya suka banget, tp ternyata aku salah pilih warna jadi terlalu merah pas dipake di alis aku",Positif
"oily , gak cocok di saya bikin lepek :face_holding_back_tears:",Netral
untuk keamanan paket sangat bagus namun dalam pengiriman sangat lama sekali.,Positif
"wangi, pakai ini dari tahun 2015 sampe sekarang. wanginya ciri khas",Positif
"cocok untuk:alis performa:oke tekstur:padat murah sekali dan bisa dpkai sehari hari jdi buat pemula jg lumayan oke,syg sekali q yg kurg bsa bentuk alis soalx blm trbiasa",Positif
engga dikirim,Negatif
"kecewa bgt sih, baru pertama order, first impression nya udh jelek bgt, gatau lagi mau bilang apa, huh",Negatif
warna:kurang cocok. cepat menggumpal dan berasa berat pastinya klw sudah menggumpal. ,Negatif
"efek:natural tips pengguna:dipakai area sekitar mata bagian luar mata, profil kecantikan:sensitif",Positif
"barang yang diorder apa , yg dikiirm beda. penjual tdk responsif. sangat kecewa",Negatif
"wangi:tidak bau bahan kimia tips pengguna:pakai yg pink polos dulu baru ditimpa yg gliter manfaat:cepat kering dan tahan lama pengemasan dan pengiriman sangat cepat, kuku ku jadi cantik, terima kasih seller :)",Positif
exp bulan 10 tahun 2021,Negatif
kurang cocok di aku,Positif
produknya encer mending beli disebelah...pengiriman lama sebulan baru sampe...gak lagi lagi belanja disini,Negatif
lipstainnya sm bibirku ga cocok :expressionless_face:,Netral
"somethinc diamond phyto stem datang dengan aman, terimaksih sudah tiba, semoga cocok",Positif
performa:baik cocok untuk:baik tekstur:baik yg rose ga ada. harusnya dikabarin kalo g ada rose dan diganti yg lain,Negatif
"sale erha zincore sudah diterima, expired masih lama sampai dengan januari 2024 dan dapat harga diskon juga...mantap.",Positif
produk sesuai deskripsi.... terima kasih kak,Positif
performa:buruk cocok untuk:wanita tekstur:cewe pinter bgt si adminya pesen 2 varian berbeda di kasih nya sama,Negatif
"proses sangat lama, penjual slow respon, barang ini tidak ikutan dikirim dan kalo menunggu harus po 1-2 minggu tidak diberitahu dari awal",Negatif
pengiriman cepat bagus bagus bagus bagus bagus bagus bagus,Positif
"next , please lebih diperhatikan lagi untuk packingnya . kecewa",Negatif
"lumayan lah, dapet pas harga diskon, cuma ya tanggal expired nya bentar lagi bulan 10 jdi harus cepet2 dihabisin, harusnya diawal dikasih tau ke pembeli!",Netral
"minta yang packanging baru, dikasihnya yg lama ",Netral
beli 6.31 dikirim 6.35 sudah berulang salah kirim terus ini sengaja atau buta yang siapin barang nya,Negatif
produknya udh agak rembes ke busa nya,Negatif
"efek:ngga bisa ngeset samsek:unamused_face: manfaat:ngga ada bener² kaya air biasa, ngga ngaruh buat make up bagi yg mau chat aja ya mau aku preloved harga 80rb baru di pake 2 kali bisa nego",Negatif
saya gak suka sama kurir anteraja..gak amanah banget paket saya gak tau nyantol di mana maen kasi kasi aja....gak ada pemberitahuan terlebih dahulu.... sering banget beli... ,Negatif
cocok untuk:semua tekstur:creamy performa:belum coba smoga cck,Negatif
"pengiriman lama, semoga cocok",Negatif
barang saya hilang tdk lengkap,Netral
"tekstur:padat performa:baik cocok untuk:kurang tau pengemasan kurang rapih . bubble wrap ,kardus nya penyok. padahal shopee mall :face_without_mouth:",Negatif
"efektivitas:tidak berfungsi kertas terlalu tebal,lambat kering,tidak efektif komedo tidak terangkat",Negatif
tumpah banyak banget . biasa ga gini . entah ekspedisi atau seller packing kurang bener . posisi pump nyanjuga sudah terbuka,Negatif
"ternyata gede banget dengan harga segitu, wanginya juga enak",Positif
"produk sampai dengan aman.. blom dicoba sih. udah gk dapet tumbler, diganti pembalut deh..",Positif
"tekstur:keras, aplikatornya bener2 keras dan sakit pas di aplikasiin ke eyebrow performa:warnanya ga keluar samsek, produknya kaya udh kering gt overall bad sih, nyesel beli karna jauh under my expectation. gapernah sekecewa ini sm produk esqa karna selama ini selalu suka produknya yg lain, tp ini bener2 bad",Negatif
"gatal ga ilang, ketombe berkurang tapi tetep ada, rambut terasa kasar, ga worthed harganya.",Negatif
keren lah,Positif
"sangat kecewa meskipun cuma bonus tp tdk sesuai dgn gambar, jauuuh sekali. di gambar disebutkan bonusnya lentera (tdk trmasuk lampu) bentuknya cantik kokoh, pas dateng cuma kain spunbon dibentuk silinder dikasih tali layangan :face_with_tears_of_joy: kalau memang tdk ada lenteranya sebaiknya di bonus tdk usah ditulis, bilang saja bonusnya toner + cream",Negatif
"saya pesan 2, tp yg dikirim cuma 1. saya pesan no 01 yg dikirim no 10. jadi produknya tdk bisa saya pakai sama sekali",Negatif
"udahlah prosesnya lama bgt, yg dikirim gk lengkap juga. bilang dong kalo brgnya kosong. gk bisa kasih review krn saya gak terima barang ini.",Negatif
"baru pertama kali pakai merk safi mudah""an cocok proses dr seller lambat",Netral
"baru mau nyoba , tapiiii kecewa bgt sama box shopeenya udh kyak d unboxing ampe ke dalem” jugaa trus yg parahnya kotak serumnya udh d buka dluan jdi label atau tempelan silvernya itu udh ga nempel lagi, bener” udh d unboxing dluaan parahhh!! jadii ragu mau makeny di+ serumnya ga full bkin gue netink",Negatif
"contrary to what people has been saying.. the smell is too overpowering.. at first it smells sweet and yum, but as i rubs for a longer minute, it’s definitely too strong to my liking. it also stings my eyes.",Netral
cocok sama kulitku. nggak bikin berminyak dan nggak berat di kulit. cepat menyerap juga.,Positif
pengalaman penggunaan:untuk sshari2 bissa tips pengguna:sehari2 biza wangi:tidak wangi apapun,Netral
"pengalaman penggunaan:biasa saja wangi:harum bunga dah hampir 1bulan pakai produk dari bnb mulai dari body wash sama body lotionnya,, tapi masih belum terlihat efek mencerahkannya...",Positif
sudah sampai,Netral
cocok untuk:ntah kenapa sampe dirumah pecah.pdhl pake bublewrap itu.apa dari sana nya kirim pecah.kita ngk tau...,Negatif
selalu langganan di toko ini krn sellernya fast response,Positif
"belum 5 menit aroma nya sudah hilang, kecewa",Netral
isi dalam kemasaannya seperti kosong dan bnyak angin. krimnya keluarnya sedikit sekali hanya bisa dipakai 2-3 kali. :woman_facepalming::woman_facepalming:,Netral
daya serap:lumayan tekstur:aga cair efektivitas:idk bleber sampe ke kerdusnya,Negatif
gila datangnya lama bgtttttt?? ini po apa gmna ga ada tulisan po tapi smpe 2-3 minggu? terus sekali dateng productnya tumpah2. parah kacau bgt nunggu lama bgt + productnya cacat:grinning_face_with_smiling_eyes: males video+foto ywdhlah wkwkwk pesen pas jerawatan skrng dah ga gmna jerawatan telat cuy nyampenya wkwkwk,Negatif
kecewa banget sekelas officialstore tapi pengemasannya buruk smpe pecah gini,Negatif
"merk hanasui , kualitas produk bagus . tapi sayang human error karyawannya . barang yg dikirim shade nya tidak sesuai , chat admin sampai 2 hari tidak direspon . mungkin rame bangt kali yg chat yaaaa sampe harus 2 hari . salahnya saya tidak foto bungkusan paket sebelum dibuka. cs nya baru jawab chat sya dan minta foto paket atau video.. haduuh sudah 2 hari bungkus bekas paketnya sudah dibuang pembantu saya. tolong buat perhatian yaa , teliti sebelum packing . kadang ada orang yg udh yakin barang yg diterima sesuai karna beli di shope mall dan sudah ada merk nya yg cukup terkenal sampai ga inget harus bikin video unboxing .",Negatif
terlalu lama respons penjual dalam membalas chat,Negatif
"sepadan dengan harga:dapat free styling:ikat rambut pas untuk acara:apa saja dapat free scrunchie! sama ada headbandnya juga, lucu deh! keliatan kecil tapi strech banget kok bahannya, aku dapat warna hitam yey, kebetulan belum punya scrunchie warna item… pas banget! thankyou somethinc!",Positif
"tekstur:pesan shampoo yg harga lbh mahal efektivitas:dikirim masker wangi:yang harganya jauh lebih murah pelayanan terburuk! dikirim brg salah, hrs kembalikan sndri, ppkm gini gmn keluar rmh? lalu barang yg benar baru bs dikirim 3 minggu setelahnya, sengaja dikirim barang salah biar ga kena penalti! pihak seller tidak tanggung jawab, pihak shopee pun tidak bisa memberi solusi. tdk akan beli sini lagi!",Negatif
gemes bgt semoga bisa control minyak dimuka ini hihi thanks ka,Positif
"agak penyok sih kotak ny, tpi gpp",Netral
agak gatal klo dipake sm kulit sensitive,Netral
baguslah,Positif
"belum di coba, mudahan cocok..",Positif
ga diselipin angpaonya padahal suka gift :(,Negatif
cocok untuk:bibir tekstur:baik performa:bagus bagus lip serumnya melembabkan suka bagus,Positif
katanya matte tapi kenna tissu dikit langsung kegeser. bagusnya krn dia ringan dikulit untuk kulitku yg paling nga betah pke bedak dan aku salah shade harusnya ada kamera untuk menujukan cocknya pke yg mana sih: apalg sekelas make over yg udah brand besar. pas keringatan yg biasa aja langsung kegeser jg. untuk pori2 yg kek jeruk sangat tdk menutpi harus pake primer. klo lg smile ketarik jadi muncul garis2. jgn begitu kemakan clam influencer. tpi buat yg kulitnya mulus kek bayi bakal cocok banget sih krn emang ringan flawless buat kulit yg mulus yahh.,Netral
cepat kering. jadi harus habis waktu sdh dibuka. sesuai harga,Netral
"engga bngt sih teksturnya, ku kira warnanya bakal pink fresh, ini malah lebih ke ungu pas di aplikasiin di bibir",Negatif
"udh berapa kali beli barangnya ok,packingnya good dan rapi",Positif
"maaf kak bintang 3,ini segelnya udh kebuka, trs tumpah huhuu, bau nya wangi bgtt, bguss barangnya cuma ya ituu, udh tumpah ... maksi pengiriman cepat bgtt, mwahh sukses k... ",Netral
cocok untuk:semua tekstur:creamy performa:mantul clay mask paling nyaman dipakai dan bener2 ngangkat komedo. dapet harga diskon tp expirednya sebentar lagi. lumayan lahh,Positif
bru pertma x mau beli. tpi kurirny bermasalah. jd gk bsa komen soal produk kualitas baik gk ny ya. kurir sicepat sh udh elus dada deh tau tuh paket melanglang buana keman... ,Negatif
"gagal punya 2nd skin, kesannya dempul t_t",Netral
deliverynya lamaaaaaaaa,Netral
"cocok untuk:semua warna kulit tekstur:thick performa:baguss lipcreamnya baguss, meskipun kerasanya masih agak lengket. tapi plis itu dusnya peyok dikit kayak udah dibuka2, packagingnya juga kok gede banget apa cuma dicemplungin aja di plastiknya. meskipun cuma beli 1 item",Netral
"barang yang diterima sesuai dengan gambar dan deskripsi. packing aman, pensil gag patah. terimakasih.",Positif
harga tertera 30ml... yg dikirim 15ml.. kecewa saya.... pesanan yg sebelum nya 30ml dengan harga segtu...,Negatif
performa:jelek tekstur:lumayan cocok untuk:udh kesel dluan pesen 120 dikirim 128. kecewa bgt,Negatif
tekstur:hancur warna:hancur ketebalan:hancur,Negatif
ga sesuai warna ny,Negatif
"sekelas shopee mall masa packagingnya gini amat min:smiling_face_with_tear::smiling_face_with_tear: dateng"" paketnya sudah jebol semua, mungkin ketindihan di ekspedisi tapi mbokya yg aman dikit packagingnya. sedih sekali:face_with_tears_of_joy: untung produknya masih aman, lain kali diperbaiki ya min packagingnya",Netral
sebulan baru nyampe. mantap banget,Netral
"cocok untuk:alis performa:blm dicoba tekstur:powder belum dicoba sih semoga aja cocok , lain kali order lagi deh kalau emangg bagus, thanks shopee n seller juga pak kurirnya ramah banget",Positif
"ketahanan:blm tau saya kecewa sekali kak expirednya bulan september 2022,, 4 bulan lagi sudah kadaluarsa, memang dpt harga sale cuma kalau dikasih barang mau ed gini mending gak jadi beli,,huhu kecewa banget saya kak",Negatif
barangku ada yg kurang tapi ga dikirimin balik apalagi refund :slightly_smiling_face: makasih loh admin makasih banget semoga berkah ya uangnya di,Negatif
"sori ya kak saya ubah penilaian br dipakai 2 x sudah tdk di spray lg mampet, ternyata banyak kejadian spt saya. saya gak baca lg penilaiannya banyak yg kasih bintang 1. nyesel beli lumayan mahal berasa sia2 beli.",Negatif
ok . respon penjual ny cpt.,Positif
ga worth the hype ternyata :((,Netral
"lip cream nya warna nya kurang masuk di bibir aku,lip tint nya sih oke",Netral
kenapa gift nya yg datang gak sesuai ama yg cantumkan???!! malah diganti stiker,Netral
bintang :glowing_star::glowing_star::glowing_star::glowing_star: dl ya krn aku blm coba :),Positif
"barang sampai dengan kondisi baik, dipacking dengan baik, harga terjangkau, sudah berlangganan disini pelayanannya memuaskan, dan produknya memang terpercaya,",Positif
"parahhh.. 1. paketan datang dengan keadaan exp januari 2020, 5-6 bulan lg.. mua mana pun jg ga bakal bs ngabisin 5 bulan lg, nyesel beli disini, kapok.. fix ga bakal berlangganan disini..! 2. penjual online tp ngk ngebales 3. kapok beli disini 4. untung cuma harga 100rb jd ga saya balikin!!!!!!",Negatif
ga suka free nya. pas sampe bocor dan tumpah kemana2 sampe basah semua. berharap free gift nya tuh alat make up. ternyata tidak memuaskan.,Netral
terima kasih:folded_hands:,Positif
produk dan sellernya recomended... terima kasih buat bonusnya...sukses terus ya.,Positif
"serum cocok utk menghidrasi, kulit kering yg dahqga jd kyk cukup minum hehehe. pas diteteskan tekstur tdk tlalu kental, tapi seling bbrp detik akan terasa lengket spt lem... ",Positif
kecewa ....sy beli 3 lipstik yg datang 2 lipstik...,Negatif
wangi:wangi nya seger pokoknya manthul,Positif
"pengirimannya lumayan cepat dan dapat harga diskon 9.9. ternyata pensilnya tipis kecil dan agak sayang sikatnya biasa aja, tidak melengkung seperti brand lain. semoga wa... ",Netral
bagus semuanya,Positif
"pengiriman cepat dan aman, dilapisi bubble wrap tebal dan kardus. yang mate tint no 3 kurang terang jika untuk ombre. tidak berat di bibit",Positif
parah....semua barang basah dan penuh busa packing sangat buruk. kapok ya kak kalo cara spt ini....td nya mau komplain tapi ya sdh lah...,Negatif
penngiriman lama lalu tutup nyaaa copot + patah = los dolllll:grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:,Negatif
"performa:lumayan tekstur:kental, tapi tidak terlalu kental untuk serum cocok untuk:wajah kusam sebelumnya saya sih belum pernah kasih penilaian ya..karna kecewa kemarin isi dari serumnya bener2 sedikit banget, udah chat admin katanya karna dipake habisnya:rolling_on_the_floor_laughing: ya semua orang jg tau kalau d pake ya abis, tapi ini kan emang karna isi dari sononya sedikit, bukan karna dipake, aneh2 aja lah pokoknya.",Negatif
"overall pelayanannya baik, adminnya ramah, cuma pas nyampe ga jadi dikasih 2 pcs advanced youth serum 2 ml seperti yg tertera di gambar .:broken_heart::broken_heart:",Positif
kadaluarsa 2 bulan lg,Negatif
"tekstur:tdk tahu performa:tdk tahu cocok untuk:tdk tahu terpaksa ksh 1:glowing_star:biar bisa komen, wong barangnya sy tdk terima,krn ketidak sengajaan nge klik paket sdh terima padahal asli kl paketnya blm sy terima, di sini sy kasih foto jempol kurirnya sm paket yg memfoto kl paketnya seolah olah sdh sy terima,kl mmng sy terima hrsnya kurir foto yg menerima paketny",Negatif
pecah paking nya buruk sekali...mahal belinya tp pecah knp gak dikasih bobel,Negatif
produk bocor 1/4 tumpah di kemasan kardus saat diterima,Negatif
"terbaik, dikasih bonus pula",Positif
"sayang tidak dikasih hadiahnya, beda banget sama official online shop tmpt lain.minta gift dikasih krna uda transaksi belanja banyak,kalo ini mah enggak:woozy_face:..#engga langgan... ",Negatif
pesan minggu bayar minggu pake virtual acc bca. di kirim selasa sm pihak seller. dan di terima hr sabtu. mantap. mantap nyusruk pelayanan azarine. ekekekek,Netral
profil kecantikan:bisa dipakai mulai usia remaja manfaat:busanya melimpah kemasan:desain kemasan,Positif
sayang yg warna coklat agak hancur,Netral
"muka jadi merah2, bruntusan tambah banyak, terasa perih dan gatal",Negatif
"tidak sama dgn foto, datangnya lebih terang beberapa shade warna nya. yg coklat itu datangnya hampir ke warna merah",Negatif
"kemasan:design sangat bagus ringan pengalaman penggunaan:tekstur padat tips pengguna:aplikasikan di bibir udah 2x beli lipstick azzura yg pertama design lipsticknya kotak yg sekarang bulat. pengemasan benar"" rapi aman buble wrap nya tebel banget padahal cuma beli 1 memang kurang matte,tp sy syuka warnanya merah hati hampir ke coklat tua thanks seller",Positif
jujur kecewa bgt wrna vanilla ny lebih gelap dari pada di foto. ga kepakee :loudly_crying_face:,Negatif
"beli 3 tapi yg 1 ancur. pantes kok wangi dr luar pas dibuka yg 1 pecah ternyata, sayang banget, bener2 gak bisa diselamatkan tuh parfum, gak tau salahnya dimana. padahal wangi nya enak2",Positif
mengecewakan saya order nya 2 warna yg datang cuma 1 warna aja... sangat sangat kecewa,Negatif
paket sudah terbuka tidak ada bumble.. biasanya kalau shampoo diselotip pada tutup tp ini tidak,Negatif
"paket sampe dengan selamat, packaging aman, pengiriman juga cepet, semoga cocok dikulit,",Positif
kemasan:appreciate buat ga pake plastik/bubble wrap tp jd ada bocor sedikit dr tutupnya,Netral
"barang hilang di kurir,mau bl lagi ternyata tdk ada gratis ongkir",Netral
ori dan enak. murah juga,Positif
"warna:ok kenyamanan aplikator:ok ketahanan:ok ini produk bagus banget dan selalu cocok, tapi pelayanan chatnya bener2 tidak membantu. ditanya barang kapan ready bilangnya produk gak dateng, sengaja ga di cancel tiba2 udah di kirim. pesan sekitar 28 maret dikirim tanggal 20an april, hampir sebulaan. respon csnya kurang informatif",Negatif
pengalaman penggunaan:blom coba dikirim ga sesuai pesanan .. psannya sunblock true barrier mineral .. dikirimnya aqua suncreen kapokkk …,Negatif
ttup nya ada yg patah. jadi ke kemasan rusak,Negatif
