comment,label
"barang rusak satu, tutup botol patah. tapi sudah diganti.",Positif
rugi belanja disini. voucher hangus,Negatif
"akhrnya sampe juga pesanan nya jam 22, pesanan yg ditunggu2, mudah2an cocok, blm di coba, tx",Positif
"barangnya bagus. warna juga bagus. packingan rapi top, miss willow :winking_face:",Positif
udh dilap pake air hasilnya gini lumayan bgt :smiling_face_with_heart-eyes:,Positif
"pengiriman tidak sesuai, karena pesanan yg sampai ada yg kurang, di pesanan ada acneplus spot care, sementara yg sampai tidak ada, semoga lain kali bisa lebih teliti dan berhati-hati :folded_hands:",Negatif
"efek:pigmentasi cukup pengalaman penggunaan:buat aku ini masih kering dan agak berat di bibir. manfaat:little transfer warnanya produknya sama dengan pakagingnya ya, setelah beberapa waktu ada sedikit oksidasi. keseluruhan shade no. 19 ini aman banget buat daily look. tapi aku sempet kesel sama wardah. gak tau karna habis sale jadi pesenannya banyak atau gimana, aku pesen jum'at malam, kamis sore baru dikirim dong.",Positif
"saya buat catatan disana ""warna pink ya""kenapa di kirim bukan warna pink..meskipun saya milih barang ini kenapa gk di konfirmasi dulu ke saya via chat???jadi ini... ",Negatif
"tekstur:lembut warna:ivory o2 ketebalan:baik barang sesuai pesanan,pengiriman menggunakan buble warp hanya ttp ada kemasan yg pecah penutup nya sehingga tidak bisa menutup sempurna..",Netral
ga gitu suka baunya. tp smoga cocok dan ga bikin jerawat,Positif
"pengiriman lama, dpt bonus masker buat mata, lipill serumny lucuuu minii hehehwh",Netral
pelayanan super buruk.diembat pula uangq,Negatif
"makasi banyak implora aku dpt bonus pensil alis,pas bgt pencil alis aku abis :white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart::white_heart:",Positif
"prosesnya lama sekali, brg diterima telat 3 hari dr wkt estimasi",Netral
"kecil ya, ada yang ngereview itu gede yg brp gram? n jualnya dimana kalo bukan di official?",Netral
performa:bagus tp sayang wrn yg dikirim beda ya kak tekstur:baik cocok untuk:riasan yg tampil natural sip bagus meski wrn yg di kirim berbeda dg yg di order mksh kak pengiriman agak lama dikit,Positif
pengalaman penggunaan:bagus utk kulit sensitif manfaat:utk kulit berjerawat barang aman sampai tujuan... terima kasih seller,Positif
ga pake bubblewrap sama sekali kacau parah.,Negatif
ketahanan:baru dateng lipstiknya ga ada isinyaaaaa kesel,Negatif
brg nya petcahhh:(,Negatif
semoga cocok buat suamiku.. gak dapet hadiah padahal belanja 1 jutaaa... ,Negatif
belum di coba semoga cocok sama rambutku yang kering tapi kok kayaknya isinya ga full ya -_-,Positif
"barang nya sangat kotor dan kucel bangettt, semoga aja isi dalam nya gak bermasalah, kalau bisa seller lebih perhatiin lagi semoga gak nyesel",Negatif
"free nya ga ada,cuma ada shampoo",Negatif
"barangnya okaay, sudah coba 2 kali juga. tapi pas coba baca² lagi ttg produknya, ternyata kurang disarankan oleh dokter karena bersifat abrasif",Positif
profil kecantikan:ooo tips pengguna:oo wangi:oo,Netral
"co pas lg live, ditanya warna nude yg mana host saranin ini ""playdate"" ekspetasiku warna nude seperti makeover yg aku pake sehari2 ""harper"" warna & tekstus nyaman bgt. iya gpp.. ada harga ada kualitas. kalo yg implora dibibir lebih ke glossy kek berminyak sdngkan aku gk suka teksture gini:grinning_face_with_sweat:",Positif
"bahannya ringan ok,cm kurang bisa nutup pori. setelah timpa foundation hasilnya sama kyk ga pake. aroma nya spt plastik kena panas. maaf kl terlalu jujur. smoga bs dikemb... ",Netral
"ini orderan yg kedua dan udah langganan,,,",Positif
ok sesuai,Positif
"beli 2, yang biru masih tersegel, yg kuning sudah terbuka. mohon maaf.",Negatif
tekstur:isinya terhambur padahal packingan luarnya sdh sangat rapi tp emang gratisan sih :beaming_face_with_smiling_eyes:,Negatif
pengiriman cepat dan barang-nya bagus. makin sukses,Positif
"performa:barang di kirim rusak, patah gak bisa di pakai :loudly_crying_face::loudly_crying_face::enraged_face:",Negatif
dikasih bonus produk makasih banyak yaa,Positif
warna sesuai dan cocok.,Positif
agk kecewa sih skin 15ml diganti serum pomegranate 8ml pdahal lgi butuh skin yg pore :(,Positif
"bintang 3 dulu, nanti diubah setelah pemakaian beberapa minggu",Netral
"bagus, lembut :smiling_face_with_heart-eyes:",Positif
"bagus, sesuai order, baru mau coba, semoga hsl bagus dimukaku, tks",Positif
"masyaallah.produk ini wajib di pertahankan. bener"" berguna banget buat kita yang males exflo ke klinik kecantikan. bukan cuman mencerahkan, tapi ngangkat sel kulit ma... ",Positif
"tekstur:asli keliatan kan tumpahnya sebanyak apa, di lakban pun ngga. padahal beli di official. gk ada bonus free nya jg pula.",Negatif
"baru pertama kali beli, semoga cocok. pengiriman cepat dapat gratis mini face wash",Positif
tekstur:cair ketahanan:belum tau cocok untuk:mewangikan badan wangine enak mas,Positif
"first impression bagus, tekstur ringan banget gampang dibland, packaging juga oke tapi lama lama pipet nya bocor dan copot susah dipasang lagi, jadi isi tidak steril , ba... ",Netral
baru kali ini pakai purbasari.. setelah mencobanya harum.. kulit lembut.. semoga nanti kulit kinclong :face_with_open_eyes_and_hand_over_mouth:,Positif
"kemasan:baik manfaat:baik profil kecantikan:aik barang sampai tepat waktu, kulitas barang baik.. smoga selalu sukes kak",Positif
"tekstur:cair cocok untuk:pipi dan mata produk bagus gampang diblend cm pas dateng kondisi barangnya bocor gini dan tutupnya ga kenceng, mungkin saat packing tlg dicek lg dan bs pke bubble wrap yg tebal shg saat diperjalanan tidak kegencet/ketumpuk barang lain :) terima kasih.",Positif
selalu langganan ... tengkyuuu inez official!,Positif
"bedaknya tumpah2 dikit tp gpp. ternyata cm 12gr aj isinya dikit, tp gpp buat cobaan klo bgs br bli lg",Netral
"pesen no 225 datang barang no 305,,, kecewa bànget selamà ini belanja d sini terus baru kali ini salah datang barang",Negatif
"baru mau nyoba semoga cck,pengiriman cepat thx u",Positif
"setelah pemakaian sebulan rangkaian seriny deep cleanser, exfoliatong, gold water, milk drop dan bio ny.. trnyata ga ada perubahan sama sekali.. flek hitam ga berkurang..... ",Netral
"sesuai, kirim dr seller menunggu",Positif
"satu lagi produk azarine yg saya pakai. udah cocok banget sm merk ini. serum cepat menyerap, cocok di kulit. baru 3 hari pemakaian, semoga makin kelihatan efek bagusnya beberapa hari lagi. azarine x marvel :thumbs_up_light_skin_tone::thumbs_up_light_skin_tone:",Positif
tidak ada free foundation powder refill nya didalam paket :pensive_face:,Netral
kecewa:smiling_face_with_tear:barang sampai air nya sisa stngah karna tutup ny pecah,Negatif
sore pesan besok siang udah dtg. tapi kaya gini aduh apa2an liftiknya gak ada kopong:loudly_crying_face:,Negatif
paket :package:lgsg diambil customer,Positif
jangan beli!! bakal nyesal bangettt. barang ny sangat bau & jelek saat dipakai.,Negatif
"enakk, ga buat jerawatan",Positif
"konfirmasi pesanannya lama, ya.. pdhl adminnya online.. tp pengirimannya on time. alhamdulillah sampai dg aman dan dpt bonus tester juga ~ suka, deh. packagingnya jg lucu... ",Positif
baru pertama pakai semoga cocok ya,Negatif
packing ok. kondisi barang aman. hanya proses pick up pesanan lamaaa sekali. 2 hari setelah co baru dipickup,Positif
efektivitas:barang tidak dikirim barang tidak dikirim oleh penjual,Negatif
"bagus, kesekian kalinya pake yg mist tapi cuma agak lama di pengiriman aja",Positif
kemasannya gak aman...belum diunboxing sudah terbuka,Netral
pengiriman lama..mentang2 free ongkir...mikir2 buat order lagi.pdhal udah langganan,Negatif
"gampang patah, lainnya oke",Netral
"salah beli. aku kira ini velvet lip tint hehe. tapi teksur nya suka, meskipun wanginya agak sedikit mengganggu",Positif
"pengiriman cepat ,",Positif
tekstur:bagus performa:bagus cocok untuk:bagus barangnya bagus sesuai dengan deskripsi kurirnya ramah cepat pengirimannya,Positif
encer banget,Negatif
pecah 1 packing kurang aman,Negatif
"tekstur:belom dicoba tapi kecewa ya di gambae free giftnya apa dikiriminnya apa. diinfo dong kalo random daya serap:belom dicobain ya nnt dicoba dulu baru liat lagi bakal repurchase apa gak efektivitas:semoga cocok sesuai dengan penjelasan nya ya kalo dr reviewnya ok semogaa aja bisa di kulitku free giftnya gak konsisten. di gambar dan penjelasan apa, dikirimnya apa. free giftnya pore serum malah ada tone up cream :expressionless_face:",Negatif
untuk medium to tan ini masih terlalu terang,Positif
"liquid foundationnya enak bgt dipake, ringan ga kyk pake foundation, coverage lumayan (ga di layer), warnanya cocok sama kulit aku, hasilnya halus, cakep :thumbs_up::thumbs_up: pesan beda... ",Positif
"gimana mau review, barangnya aja tidak di terima",Negatif
pesan yang light dikirim yang caramel:loudly_crying_face::loudly_crying_face::loudly_crying_face:,Negatif
"barang sesuai deskripsi, ramah, cepat sampai tujuan, thank u tokopedia",Positif
produknya keras dan bikin kulit keterngantungan obat. saya mau kembalikan produknya di tolak. padahal masih baru belum terbuka. dan juga ada 7 hari pengembalian. masih aja di tolak. shoppe mall :thumbs_down:,Negatif
pengiriman barang salah saya pesen 2 barang tapi yang dateng 1 dan salah,Negatif
tekstur:makeup cocok untuk:kulit performa:biasa barang lengkap hanya bagian packing nya aja cmn kardus dan ngg pke babble wrap sampe brangnya pada keluar2 mohon tingkatin lagi untuk bagian packing nya terimakasih :folded_hands:,Netral
pengalaman penggunaan:tekstur creamy mudah meresap wangi:kurang suka yang varian ini tips pengguna:gunakan setiap selesai mandi thanks seller pesanan saya sudah sampai dan diterima dengan baik :thumbs_up:,Positif
agak sedikit isinya,Positif
barang sesuai..selalu langganan.. terimakasih bonusnya,Positif
kondisi barang dikasih yg sdh patah,Negatif
serumnya mudah menyerap dan baunya aku suka.. cuman kurang cocok di kulit aku.. malah bikin jerawat mendem:',Positif
tekstur:kental performa:b aja cocok untuk:b aja kecewa sih dgn performanya baunya kyk makeup emak2 banget untuk colour correcting sih gak ada keliatan ngurangi liparan/garis halus jg enggak buat makeup long lasting jg enggak,Netral
"barang oke slalu langganan,,cma pengiriman jadi semakin lama",Netral
belum di coba sih. semoga aja cocok,Positif
"cakepp apalgi highliternya, cma g expect sekecil inii :pensive_face::pensive_face::loudly_crying_face:. tapi lucuu",Positif
maskaranya bagus banget buat lentik bulu mata.maaf ya fotonya ngk sesuai,Positif
"packingnyaa kakaaa tanpa box cuma kantong + bubble serius deh udah was was pecah , untung aman :loudly_crying_face:",Positif
hancur,Negatif
"bahannya ringan, oily",Positif
"kemasan:bagus profil kecantikan:maskara nyesel beli, klaimnya sih waterproof, sekali d bawa wudhu langsung ilang.. masa kalo d bawa kerja atau kmn mn, kena wudhu dikit langsung reapply lg, kan ribet.",Negatif
"bener-bener gak tau apa manfaatnya selain bikin muka rada keset, tapi cuma bentar selepas mandi. pake produk perawatan ini. pas awal beli, rajin pake. lama-lama jadi male... ",Netral
kebetulan lagi nyari cream blush eh dapet harga 30rban masa ga langsung cekot sih?! dia kalo kena kulit melt gitu di blendnya juga gampang,Positif
gw pesen yg two way cake by tasya farasya ko dikasi loose powder?,Negatif
"pesanan tidak sesuai promo. promonya dapat 6 pcs tp yang datang cuma 4 pcs. di chat katanya paket sudah sesuai, parah",Negatif
beli yang no 120 dikirim yang warna 170:unamused_face:,Negatif
barang original murah meriah. wanginya paslah klu buat cowok.. semoga awet wanginya..,Positif
"barangnya cepet banget nyampe, warnanya mudah mudahan cocok, baru pertama kalo coba semoga ga kering",Negatif
"produknya sbnernya bagus, tp sayang bgt mau ngajuin pembatalan karena mau ganti shade gabisa. pdhl pengajuan pembatalannya gak lama dr waktu ordernya. sayang bgt pelayana... ",Negatif
terima barang dengan keadaan face mist bocor tidak tertutup erat dan sisa 10% saja.,Negatif
kemasan terkesan tdk utuh.tdk ada plastik cover bedak.kotak bedak tanpa plastik.,Positif
"aplikatornya ga sesuai untuk serumnya yg kental.. jd susah bgt ngeluarinnya:grinning_face_with_sweat::grinning_face_with_sweat: harus berkali-kali pencet. designnyan sih oke, kokoh :thumbs_up: kualitas blm bisa review baru kali... ",Positif
"bocor, isi tumpah sekitar 20%",Negatif
profil kecantikan:iya tips pengguna:ga perlu wangi:iya tidak berefek samsek,Negatif
awalnya excited tp malah kecewa,Negatif
warna:nice tekstur:good ketahanan:tidak tahan lama sayang banget masa exp nya cuma sampai bulan 10 2021 karena dapet harga yang diskon,Netral
"tiap make ini nambah jerawat trs deh aneh, kurang bagus di kulit gw yg sensitif apa gw yg masih gk cocok sama vitamin c ya ini kulit muka gk ngerti deh gw",Positif
langganan,Positif
"produk berkualitas, pengiriman tepat waktu, packing aman. cuma aplikasinya agk repot krn seiring waktu saringan bedak akan tertutup sebagian jadi krg terserap spons, sela... ",Netral
"ga sesuai sama semua, padahal persennya yg segitiga gitu :smiling_face_with_tear::smiling_face_with_tear:",Negatif
"cocok dikulit makanya selalu order ulang, viva emang top tapi untuk pengiriman semoga lebih diperbaiki yaa, jgn kelamaan",Positif
barangmya ori dibibir enteng gk panas .,Positif
"tekstur:buruk performa:bikin beruntusan cocok untuk:ngga cocok kecewa banget ternyata saya ga sadar pembelian di sini tau2 di ksh proteksi otomatis, bayar 1.370.000 dan 749.000 setahun, nipu banget nih org…. kecewa dan gak ikhlas gue!!!!",Negatif
tdk cocok dgn warna kulit,Netral
"tidak ada masalah dengan produk, hanya ekspedisi yg begitu lama, produk diterima 13 hari setelah estimasinya",Positif
"warnanya cakep sih, hanya saja exp nya 2023 bntr lagi.",Positif
g worth the hype,Negatif
"tekstur:jelek performa:jelek cocok untuk:jelek nyesel beli disini, produknya bener2 rusak jelek. aplikatornya gaada, terus shadenya pada ilang. ini mah barang reject di jual anj",Negatif
wangi:harummm tips pengguna:cuci muka dengan teratur manfaat:menghilangkan jerawat,Negatif
cocok untuk:ok tekstur:ok performa:ok saya bingung kok di tempat compact powder nya ed : 22.10.22 cuma sebulan gitu ya,Negatif
udah beli ke 2 kalinya tapi yg kedua ini tutup night cream nya gak ketutup rapih akhirnya bleberan pas pengiriman pas buka produknya udah sisa sedikit kecewa dan sedih ,Negatif
cocok untuk:kelopak mata tekstur:lembut barang yg sy terima patah,Negatif
sampe tumpeh-tumpeh!! rugi bgt deh. mau di balikin tp rugi waktu juga. baru coba2. semoga bagus dan cocok deh. mikir2 lagi kalo beli serumnya di ol. mending langsung ke erhanya,Negatif
pengiriman yg tdk sesuai estimasi sampai saat ini brg tdk dikirim dan akhirnya dikembalikan dana.,Negatif
sedih bgt hampir 1/2 kayanya keluar semua ini huhu gatau salah siapa salah jasa kirimnya atau ol nya packingnya kurang aman,Negatif
pengiriman dr pihak wardah telalu lama,Netral
bedak berantakan,Negatif
"ya bener sih harganya murah tpi knp isinya gak full yaa , atau memang segitu",Netral
baru kali ini pesan safi kecewa hanya dikirim 1 barang padahal pesan 2,Negatif
"bagus barangnya sesuai, dan sudah coba sih lumayan lahh promo untuk 8.8 jadi lebih murah dan alhamdulillah barangnya sdh tiba walaupun agak lambat sih pengiriman nya tp harus maklum karna promo shoppeee 8.8",Positif
minta batal malah dikirim...,Negatif
untuk produk baik aja! hanya pengiriman aja tidak sampai rumah:) padahal ongkir juga bayar,Negatif
"pengalaman penggunaan:cocok,bagus lembut mencerahkan manfaat:melindungi kulit dari paparan sinar matahari",Positif
"barang dateng dengan selamat, ya meskipun boxnya penyok dikit ga ngaruh, tapi isinya aman sentosa, langsung coba pake & manjur",Positif
"warnanya sesuai dg pesanan, waktu delivery jg gak pake lama, pensil alisnya juga gk keras jadi gk akan bikin kulit alis sakit. mudah dihapus. top lah. sesuai yg sy mau. t... ",Positif
"bagus, suka bgt warnanya",Positif
"sumpahh ini bukan salah dari toko, tapi dari jasa kirimnya alias kurirnya. ini paketnya belum gw terima tpi pesanan telah selesai di bukti pengirimannya juga burem. yakali si kurir ambil paket gw wkwkw. udah dapet diskon malah paketnya gatau di mana. ga nyalahin tokonya, tokonya udah amanah tpi kurirnua ya ga amanah. pas saya tanya sma kurirnya bilangnya pektnya si titipin temen si kurir. halah alhasil gatau paket dimana, tapi pesanan udah selesai. menurut gw ini bukan kesalahan toko tpi kurir.",Negatif
kulit menjadi bersih dan lembab.,Positif
"packing sangat2 aman, sudah dikasih bbw dikasih kotak pula.. sayangnya pengemasan dan pengiriman sangat lama, saya pesan tgl 8 kemarin baru nyampe tgl 18, padahal saya menggunakan pengiriman reguler. untung produk sampai dg aman, tp lama nunggunya.",Positif
"kurir tidak mengirim paket ke alamat yang benar sehingga kami harus mengambil barang sendiri ke alamat yg salah, untungnya orang yg menerima barang menginfokan ke cp, mohon diperhatikan, terima kasih",Negatif
"tekstur:kental performa:tidak berguna cocok untuk:tidak tau sebenarnya cocok utk apa baru pertama kali pake waxing yang gk bermanfaat sama sekali.. entah saya yg gk tau cara pake atau mmg produk gagal, 1 helai bulu pun tidak terangkat produk stlh dibuka jg mengundang semut",Negatif
"bagus, baru, warna sesuai pesanan, adminnya ketus, kurang ramah, dan hadiah emasnya tidak diberikan, kemasan asal saja, pakai plastik keresek, gak sopan, gak keren. dan t... ",Negatif
"kemasan:rusak parah bedak hancur, packing jelek bener2 mengecewakan sudah bayar mahal",Negatif
bagus :thumbs_up_light_skin_tone:,Positif
"mungkin sepele tapi buat aku sih kecewa bgt :loudly_crying_face: tadinya aku tergiur sm essence yg katanya baguuus bgt, melipirlah kesini mau ambil size kecil dulu tapi kl upsize diatasnya... ",Negatif
"maaf mungkin d saya kurang cocok, setelah pemakaian malah berjerawat dan bruntusan parah :folded_hands: jadi ga d pake lagi padahal baru bbrapa hari d pakai",Netral
penyokkk packagingnya kurang bgs,Netral
"barang dh smp ,,tp sayang ada yg pecah ,peking nya kurang rapih",Negatif
"barang sampai dengan aman dan exp produk masih lama, hanya saja kekurangannya tertera free hadiah tapi pas sampe ga ada hadiahnya, hapus aja min kalau memang sudah ga fre... ",Positif
"pengalaman penggunaan:+ profil kecantikan:+ efek:+ g dpt removal seperti yg di janjikan di iklan, kecewa",Negatif
"males debat. terbukti di indonesia konsumen tidak dihargai. pesan mascara datengnya pensil alis, dan toko tetap tidak mau mengakui kesalahan, walaupun harga barang yang d... ",Negatif
beli dua lipstik dikirimnya satu:face_with_steam_from_nose:,Negatif
"kemasan plastiknya sdh dibuka. saya gk tau pasti, apakah isinya juga full spt seharusnya, atau sdh diambil sebagian. ya saya tau no video saat unboxing, dianggap gk berla... ",Netral
isi ga penuh,Positif
daya serap:biasa aja tekstur:sangat encer tingkat kelmbaban:biasa aja katanya ketika pakai ini ada rasa sakitnya dan cepat kempes jerawatnya.. kenyataannya : ga ada terasa sakit dan jerawat ga kempes2 tuh uda 2x pake.. malah masi matang dan nyeri :crying_face::loudly_crying_face::loudly_crying_face: mungkin kualitas produk dikurangi soalnya encer kayak air. mungkin bagusan yg salep.,Negatif
"tekstur:ringan cocok untuk:semua kulit manfaat:instant glowing barang sudah sampai dengan baik,sudah pakai 2 bulan lumayan sudah hasilnya menyamarkan noda hitam sedikit semoga kedepannya semakin bagus",Positif
"ternyata masih transfer di gelas, sedotan dan lengket.",Negatif
"mahaaaalll, belum tau cocok ga nyah buat kulit sensitif",Netral
"warnanya pas, tekstur smootylh bgt, coveragenya ada banget, efek blurry ada hgt jd ilang pori2 tu, minyak2 wajah gone, kaca gede, puff empuk packaging mewah. packing am... ",Positif
"isi cuma setengah, biasanya gk segitu.. uda tanya ke admin tp no respons",Negatif
exp cepet banget,Netral
tekstur:lembut performa:terbaik cocok untuk:lawan 12 masalah jerawat paket sudah datang dan sesuai pesanan.. pengiriman cukup cepat,Netral
gak ada maskernya :smiling_face_with_tear: percuma ad diskon juga barangnya gak lengkap,Negatif
"sesuai deskripsi, 1 bulan pke ga terlalu efek di sy",Positif
"pengemasan sangat jelek, untung barangnya tidak jatuh keluar",Negatif
"tips pengguna:di oles 1 x sudah terlihat hasilnya pengalaman penggunaan:terasa ringan dibibir profil kecantikan:lipstik murce kualitas bagus terimakasih kak,,, respon dan pengiriman sangat cepat sekali......",Positif
"bubble wrapnya ga full jd retak 1, perbaikin lg yg packing nextnya full in itu pallete pake bubble. inget ini pallate bukan lipkrim.",Netral
"kemasan:baik pengalaman penggunaan:udah hampir 2minggu pakai ini dan alhamdulillah cocok tips pengguna:pakai pagi dan malam setelah mandi alhamdulillah cocok, sebelumnya pake varian bakuchiol cocok juga. kalau yg ini malah berasa lebih sehat dan cerah. semoga diskon selalu, dan sukses terus somethinc :grey_heart:",Positif
"puff baauuu menyegat,entah bau spt lem,/cat.",Negatif
"buruk abal""jelek :ogre::goblin::ogre::goblin:",Negatif
jempol:thumbs_up::thumbs_up::thumbs_up:,Positif
"pengemasan agak lama, bungkus segel rapi, segera akan dicoba",Positif
yang dikirim yg ukuran kecil 10g,Negatif
"kecewa brg diterima dalam kondisi kemasan produk basah, dan sdh dipacking ulang",Netral
proses agak lama,Positif
produknya ada yg cacat,Negatif
"baru banget beli karna mau coba.. 2x pemakaian spray nya udh rusak, ga bisa di spray lg padahal isi masih buanyak :loudly_crying_face: ini gmana mau pake lg klo spray nya ga bisa :loudly_crying_face:",Negatif
kaget banget pas unboxing kok segel udh terbuka duluan dan si eyeliner nya beleber keluar keluar dr wadah nya sebenar nya ini baru atau bukan sih kak minimal jgn di buka segel nya kak biar kita juga pembeli gak curiga gini mau gak suuzon tp gimana gini lah kenyataan barang datang nya,Netral
kulit jadi glowing :sparkles:. nyaman di kulit. packaging simpel.,Netral
baunya terlalu menyengat ternyata buat aku yang suka bau kalem:loudly_crying_face: bagus,Positif
"bagus, bekas jerawat jadi samar sih ini.",Positif
pengiriman lamaaaaaaaaaaaaaa banget,Positif
"tekstur foam, setelah cuci muka, muka tidak terasa tertarik, lumayan bagus, tidak membuat muka kering",Positif
kecewa padahl kmrn minta dibatalkan tpi ditolak padahl ngebatalin krna saya lupa bli facial wash nya..klo bli facial wash aja gk dpat grtis ongkir,Netral
pengiriman yg sangaaaattt lama sekali,Netral
"keren sih ini mascara. bikin eyelashes jd lbh panjang. waterproof dan tetap on dari pagi sampe sore. ga salah beli deh, bukan kaleng2..",Positif
"serum n10 tumpah, ttupny tdk pas..brkurg 1/4nya:sleepy_face::sleepy_face::sleepy_face:",Netral
"mbanya mabok, yg dikirim sm deskripsi gasama. untung saya kaya raya",Negatif
baru coba blm tau hasilnya semoga cocok,Positif
kemasan bukan asli,Netral
sdh smp ..udh di coba..enk di pake..wrn sesuai gambar.. lgsg order lg ini 2pc...,Positif
tube ketiga. beli buat stok karena yang lagi dipakai sebentar lghabis,Positif
"sangat bagus produknya, pengiriman cepat",Positif
"tidak pernah sampai ke alamat tujuan, barang diantar ke alamat yg salah dan tidak ada informasi, saya dirugikan",Negatif
"incredibly very fast response and delivery, 1 week, bravo !!!",Netral
"untuk kesekian kalinya beli product cushion somethinc yg bikin muka jadi glowing, pdhal cuma beli refill & puffnya tp dpt bonus glow maker & jepit rambut, makasih... ",Positif
terima kasih pesanan saya sesuai dengan gambar.,Positif
"pengiriman besok2 di percepat, pesan hari senin di proses selasa dan di kirim rabu, padahal deket. blok.",Negatif
"barang bagus, fast respond & recomended seller... .",Positif
"pecaahh dong twc nyaaa. kirim barang sekelas official store asal2an pdhl yg dikirim barang yg gampang pecah. twc pecah,blushcream bleber",Negatif
makasih ya seller untuk pengiriman yang aman dengan menggunakan bubble wrap. so far cocok dengan sunscreen ini. dan sudah repurchase :thumbs_up_light_skin_tone:,Positif
"sayang bgt,segelny udah kebukak ",Negatif
"sebenernya bagus, bedak langganan, cuma aku dpt yg defect, ngga ada strainer/jaring pembatas bedak nya",Netral
gak ada label di botolnya,Netral
ternyata warna 19 terlalu gelap di akuu,Netral
"baunya kurang suka, ga begitu set bgt",Netral
tekstur:teksturnya bagus performa:baik lumayan sih,Positif
"tutupnya pecah, packagingnya barbar, isinya abis karena tumpah semua.. lain kali kalo ganiat jualan gausah deh mendingan, mentang² yg dibeli cuma satu kok sepele bgt sih,",Negatif
"paket aman, pengiriman cepat banget, gada masalah dikurir, masalahnya di produk isinya banyak kosongnya",Negatif
proses kirim lama bgt,Negatif
"efek:bagus tips pengguna:kulit kering manfaat:bedakan order yg deket masih satu wilayah semarang, harapannya bisa sehari sampai, nyatanya order hari jumat, hari kamis semunggu baru sampai. chat tdk di balas, pdhl jarak kurang lebih cuma 15menitan dari rumah .",Netral
pengalaman penggunaan:baru coba,Positif
"produk ok, pakai kurir rekomendasi pengiriman sampai 5hari. padahal masih di jawa barat",Positif
saya pesan 2barang. dikirimnya 1barang. sudah komplain tapi mau dikirim voucher sbg penggantinya. tp ga ada juga vouchernya. jadi toko ini bagi saya tidak respect!,Negatif
"pelayanan buruk, kurir buruk, barang gak dipacking2, nunggu kurir berhari2. dikomplain berhari2 baru di pickup. :thumbs_down::thumbs_down::thumbs_down:",Negatif
"baunya menyengat banget, warna baru keluar di lapisan ketiga, agak susah rata dan keringnya lama. buat harga segini yaudahlah ya :face_with_tears_of_joy:",Netral
barangny gk lengkap serumny gk ad,Negatif
kemasan rusak bagian tutup bocor dan kaya habis bekas pemakaian,Negatif
hm aku baru sadar barangnya isinya hanya setengah. tolong follow up nya pls,Negatif
"hadiah nya makin dikit,beli sampe 370 rb cm dpt 1 sampel serum aj:pensive_face:",Netral
"ringkih banget yaaa, dipake patah terus iyuhhh",Negatif
saya kecewa karna ketika checkout ada notif belanja 65 ada freegift ternyata cuma php. mungkin klo memang tidak ada jangan pasang notif itu. terimakasih,Negatif
"deskripsi etalse tidak sesuai dengan barang yg dikirim. tertulis dengan serum, tapi ketika ditanya hanya untuk event tertentu. baiknya diupdate dulu etalase produknya aga... ",Negatif
"kalo ada yang begini, gimana tindakan selanjutnya?",Negatif
"performa:baik cocok untuk:baik tekstur:baik sudah sampai dengan selamat bingung ini puff nya yg bagian yg mana nya sih haha soalnya tekstur nya beda, yang kaya biasa kali ya pokoknya lop esqa",Positif
mentang mentang 12.12 pengirimannya parah bgt pada bocor,Negatif
"tidak dapat hadiahnya! saran : kalo tdk ada persediaan jgn di masukin kak, sayang rating toko rusak hanya karna hadiah iming2.",Negatif
belinya 2 dikirimnya 1,Negatif
"dulu pakenya yg low dose cocok banget manjur, sekarang coba yg high makasih bonusnya dapet face mask",Positif
expirednya 5 bulan lagi dong :enraged_face: ini admin innisfree official store emang kalo ditanya lewat chat ga mau ngasih tau expirednya kapan. padahal official store loh tapi servicenya… :sparkles:ga profesional:sparkles: udah lah w kapok beli di sini bye,Negatif
datang pas sesuai estimasi sih. box produk nya agak penyok tapi overall barang nya kondisi bagus,Positif
katanya dapat free . ternyata di dalamnya ga ada free nya miceral waternya lumayan kecewa si,Positif
pesan 3 sama masker yang datang 2 . gak ada vidio unboxing karna sudah sering belanja disini.. kecewaaa siihh,Negatif
warna foundation terlalu putih dan ashy.,Netral
pengiriman agak lama.. produk asli dan sesuai,Netral
sukaaa bangettt sih ini mahhhhh packing rapihh di tambahh aman juga recommended dehhh,Positif
kurir anteraja minta uang parkir .mang ada ya? :enraged_face:,Negatif
suka terime kasih,Positif
"tekstur:tidak lengkap performa:tidak lengkap cocok untuk:tidak lengkap sorry bintang 1, brg dikirim tidak lengkap. pesan facial foam yg bundle yg dtg cmn 3 sharusny 4.",Negatif
malah dikirim yang pink. hadeehh..,Netral
"barang bagus, fast respon, & recomended seller...",Netral
"gatau cocok gatau engga, semoga aja cocok, pengiriman nya lumayan cepett",Positif
gda perubahan warna di rambut n baunya g enak banget g wangi,Positif
"respon cht lama, pelayannya buruk",Netral
"tekstur:bagus performa:bagus cocok untuk:gelap untuk keterangan warnanya terlalu kecil di gambar,jadi warnanya gk cocok d muka,terlalu gelap :loudly_crying_face: gk bisa d tukar pula. kirain 1 nya d kirim butter cream ternyata honey semua. kecewalah sdh d tulis note tapi:crying_face::crying_face:",Negatif
mungil sekali baru pertama kali beli semoga cocok dr wangi sabun nya suka banget,Positif
pesan 3 tapi yg dikirim cuma 2,Negatif
